,a,b,c
72211,174,648,5
72212,506,88,4
72213,658,45,5
72214,697,689,4
72215,56,295,3
72216,40,876,3
72217,312,657,5
72218,296,246,4
72219,630,273,5
72220,540,9,5
72221,388,302,5
72222,653,742,3
72223,835,735,5
72224,268,324,4
72225,450,611,5
72226,488,286,1
72227,291,573,4
72228,774,526,4
72229,60,230,4
72230,353,340,4
72231,406,478,4
72232,724,333,4
72233,642,254,4
72234,779,1028,4
72235,452,520,3
72236,507,751,5
72237,643,161,3
72238,899,203,4
72239,629,328,3
72240,751,153,4
72241,387,511,3
72242,500,284,3
72243,654,291,4
72244,634,763,3
72245,417,384,4
72246,933,424,1
72247,181,1171,1
72248,442,405,3
72249,570,326,1
72250,889,100,4
72251,942,478,5
72252,862,81,5
72253,361,707,4
72254,787,751,4
72255,130,54,5
72256,747,997,3
72257,816,309,5
72258,796,615,4
72259,102,218,3
72260,788,809,3
72261,810,678,4
72262,487,276,3
72263,276,461,4
72264,291,121,2
72265,699,340,4
72266,634,150,3
72267,846,732,4
72268,867,650,5
72269,7,365,4
72270,798,1544,3
72271,376,111,4
72272,339,357,5
72273,286,316,5
72274,426,606,5
72275,712,1469,4
72276,606,637,3
72277,348,237,4
72278,332,682,4
72279,875,289,4
72280,666,134,5
72281,371,180,4
72282,64,732,4
72283,85,1006,3
72284,357,841,3
72285,267,81,4
72286,894,32,4
72287,253,168,3
72288,327,865,5
72289,788,661,5
72290,94,1140,2
72291,708,328,3
72292,554,597,4
72293,405,195,5
72294,770,300,5
72295,559,550,4
72296,449,1011,4
72297,693,528,1
72298,339,423,3
72299,234,279,3
72300,577,102,4
72301,91,418,2
72302,128,168,4
72303,1,94,2
72304,717,303,4
72305,923,827,3
72306,727,369,2
72307,932,736,3
72308,234,307,2
72309,782,1138,2
72310,660,318,3
72311,238,294,3
72312,21,260,2
72313,918,962,4
72314,632,237,3
72315,81,25,5
72316,579,294,4
72317,525,713,4
72318,745,50,2
72319,798,196,3
72320,655,581,2
72321,397,853,4
72322,378,1145,3
72323,452,384,2
72324,399,187,3
72325,256,187,3
72326,638,82,2
72327,369,358,3
72328,385,473,3
72329,932,589,5
72330,650,71,3
72331,429,1220,3
72332,119,689,4
72333,325,1523,4
72334,380,98,4
72335,878,225,3
72336,756,92,3
72337,682,948,2
72338,366,53,5
72339,940,508,5
72340,299,396,4
72341,375,185,5
72342,13,662,5
72343,582,841,2
72344,52,204,4
72345,345,382,4
72346,308,118,3
72347,271,98,5
72348,880,742,4
72349,858,515,4
72350,497,11,3
72351,758,252,3
72352,620,678,3
72353,561,578,3
72354,545,69,4
72355,416,31,5
72356,773,61,5
72357,42,73,4
72358,425,327,4
72359,104,258,3
72360,602,1,4
72361,655,57,3
72362,751,181,5
72363,880,68,5
72364,844,70,4
72365,648,809,3
72366,727,147,3
72367,226,813,4
72368,189,151,5
72369,62,159,3
72370,530,181,3
72371,692,1040,2
72372,786,203,4
72373,145,209,4
72374,532,411,3
72375,665,417,3
72376,758,746,4
72377,94,268,4
72378,798,162,3
72379,244,697,4
72380,59,1115,3
72381,788,172,3
72382,463,985,1
72383,246,475,4
72384,585,707,5
72385,910,24,3
72386,142,134,5
72387,435,184,5
72388,843,23,2
72389,833,657,4
72390,75,225,2
72391,22,1000,3
72392,151,204,4
72393,804,72,4
72394,529,260,4
72395,506,239,3
72396,345,570,2
72397,531,338,1
72398,923,1001,1
72399,808,333,4
72400,130,329,4
72401,201,1423,3
72402,222,227,3
72403,887,1496,4
72404,478,137,4
72405,886,26,4
72406,930,126,5
72407,192,50,4
72408,526,475,5
72409,833,826,2
72410,712,431,3
72411,487,197,3
72412,892,186,3
72413,625,300,3
72414,572,301,4
72415,437,202,5
72416,716,432,5
72417,60,121,4
72418,751,172,5
72419,823,42,4
72420,426,481,5
72421,917,255,3
72422,378,660,4
72423,514,402,4
72424,219,664,5
72425,18,549,4
72426,184,837,3
72427,931,290,2
72428,782,948,2
72429,881,934,3
72430,11,692,4
72431,707,1171,3
72432,802,665,4
72433,13,286,3
72434,417,765,3
72435,804,511,4
72436,456,325,3
72437,650,509,3
72438,917,696,5
72439,700,56,3
72440,927,780,1
72441,405,404,4
72442,723,137,3
72443,587,887,2
72444,799,292,4
72445,605,245,3
72446,474,617,3
72447,785,995,3
72448,222,575,3
72449,794,420,4
72450,796,762,3
72451,489,360,5
72452,49,91,5
72453,881,121,5
72454,474,100,5
72455,880,128,3
72456,932,490,4
72457,577,1209,4
72458,314,65,4
72459,712,142,4
72460,802,302,4
72461,846,1540,3
72462,571,496,3
72463,792,1,4
72464,452,183,4
72465,880,477,3
72466,823,64,5
72467,753,657,5
72468,537,111,3
72469,385,234,1
72470,295,427,4
72471,437,77,4
72472,25,131,4
72473,660,182,2
72474,394,72,4
72475,267,202,5
72476,897,215,4
72477,862,1109,5
72478,655,939,3
72479,586,161,5
72480,495,96,4
72481,43,291,3
72482,859,928,3
72483,624,1114,4
72484,852,118,4
72485,526,750,4
72486,536,416,4
72487,384,989,4
72488,843,99,2
72489,280,158,2
72490,790,1048,4
72491,875,421,4
72492,10,11,4
72493,776,276,4
72494,160,628,3
72495,833,654,5
72496,487,845,4
72497,846,796,1
72498,621,588,3
72499,940,358,1
72500,775,272,4
72501,669,269,3
72502,664,22,2
72503,284,301,5
72504,671,451,4
72505,450,197,5
72506,943,62,3
72507,588,419,5
72508,551,809,5
72509,399,12,3
72510,774,135,3
72511,332,225,3
72512,650,202,3
72513,500,1311,1
72514,489,1238,4
72515,712,415,4
72516,532,234,5
72517,327,286,2
72518,493,50,5
72519,721,215,4
72520,631,332,3
72521,246,746,4
72522,262,655,4
72523,13,523,4
72524,640,347,3
72525,518,106,5
72526,398,127,4
72527,181,885,1
72528,368,292,4
72529,845,302,3
72530,497,384,2
72531,588,432,4
72532,868,145,1
72533,847,455,2
72534,545,210,5
72535,303,198,4
72536,621,455,4
72537,916,930,2
72538,416,938,3
72539,782,1589,3
72540,592,963,5
72541,56,385,4
72542,365,137,3
72543,666,168,4
72544,5,456,1
72545,833,223,4
72546,835,633,5
72547,51,134,2
72548,567,39,3
72549,715,159,3
72550,436,468,4
72551,293,77,2
72552,496,87,5
72553,506,271,4
72554,189,44,4
72555,796,50,5
72556,249,257,3
72557,800,127,4
72558,694,1035,4
72559,913,176,5
72560,198,186,5
72561,221,763,4
72562,831,28,3
72563,334,906,5
72564,64,186,4
72565,299,965,4
72566,601,69,3
72567,551,229,5
72568,380,1116,4
72569,397,390,3
72570,918,166,4
72571,416,158,3
72572,832,334,2
72573,181,1321,1
72574,790,393,2
72575,347,977,5
72576,596,328,5
72577,854,343,3
72578,560,975,3
72579,709,727,2
72580,545,542,2
72581,643,99,4
72582,363,39,4
72583,807,527,5
72584,273,307,2
72585,455,591,4
72586,823,1135,3
72587,630,123,4
72588,536,181,5
72589,409,275,4
72590,102,384,2
72591,526,294,3
72592,729,346,1
72593,427,289,5
72594,201,81,1
72595,894,628,3
72596,535,44,4
72597,224,286,3
72598,612,480,4
72599,846,1239,2
72600,634,473,2
72601,429,193,4
72602,492,492,4
72603,749,1016,5
72604,757,1273,2
72605,145,650,4
72606,516,431,3
72607,565,971,5
72608,41,969,4
72609,493,69,5
72610,869,287,2
72611,643,79,4
72612,486,13,4
72613,380,512,3
72614,804,98,5
72615,788,623,3
72616,682,1046,3
72617,239,463,5
72618,75,678,3
72619,59,61,4
72620,868,998,2
72621,773,14,5
72622,82,118,3
72623,897,951,3
72624,504,476,5
72625,896,472,2
72626,826,678,4
72627,896,710,4
72628,807,2,4
72629,561,492,4
72630,907,248,5
72631,690,712,4
72632,49,208,4
72633,840,165,5
72634,622,185,3
72635,72,15,5
72636,751,659,5
72637,291,367,4
72638,738,732,3
72639,632,71,4
72640,7,91,3
72641,814,665,4
72642,837,280,2
72643,106,274,3
72644,694,179,4
72645,782,355,3
72646,346,293,3
72647,807,496,5
72648,738,195,4
72649,846,110,3
72650,913,498,3
72651,661,515,5
72652,392,517,5
72653,689,273,3
72654,484,235,2
72655,11,237,4
72656,890,444,4
72657,712,78,4
72658,87,94,4
72659,894,346,4
72660,417,182,4
72661,566,172,3
72662,495,501,3
72663,847,756,1
72664,135,324,3
72665,854,507,4
72666,921,132,3
72667,551,98,5
72668,234,513,5
72669,896,4,3
72670,91,136,4
72671,474,48,4
72672,347,290,3
72673,405,1394,1
72674,354,602,3
72675,741,94,3
72676,483,290,3
72677,690,780,4
72678,506,641,5
72679,342,507,4
72680,416,77,4
72681,381,607,4
72682,328,597,3
72683,312,186,3
72684,825,130,2
72685,878,796,2
72686,833,488,5
72687,49,1081,3
72688,279,1242,1
72689,708,546,3
72690,503,44,5
72691,450,88,5
72692,751,865,2
72693,713,1176,3
72694,551,162,5
72695,844,168,4
72696,664,318,5
72697,846,554,4
72698,62,53,2
72699,62,117,4
72700,682,184,4
72701,903,196,4
72702,191,339,3
72703,85,316,3
72704,159,1221,5
72705,749,229,3
72706,566,384,3
72707,327,403,3
72708,592,32,5
72709,41,318,4
72710,313,449,3
72711,721,332,4
72712,545,205,4
72713,647,604,4
72714,908,732,3
72715,13,896,5
72716,425,145,3
72717,804,925,4
72718,472,222,5
72719,398,202,3
72720,520,300,4
72721,829,318,5
72722,782,1014,2
72723,264,234,4
72724,748,326,3
72725,506,69,5
72726,568,56,4
72727,786,177,4
72728,130,751,5
72729,736,1278,1
72730,900,31,2
72731,667,316,4
72732,886,160,1
72733,796,88,5
72734,643,712,3
72735,247,1022,4
72736,798,722,3
72737,655,279,3
72738,344,7,4
72739,537,1101,3
72740,782,247,1
72741,383,238,5
72742,868,168,3
72743,60,195,4
72744,429,1010,3
72745,710,269,3
72746,657,151,4
72747,514,568,4
72748,606,178,5
72749,454,79,4
72750,290,1060,3
72751,311,498,4
72752,717,274,4
72753,424,14,4
72754,334,529,5
72755,495,1133,3
72756,500,313,3
72757,749,294,2
72758,655,911,2
72759,13,68,3
72760,758,496,3
72761,624,93,5
72762,142,408,4
72763,864,223,5
72764,213,125,5
72765,642,1126,1
72766,151,474,5
72767,889,79,3
72768,194,456,1
72769,837,1049,1
72770,361,742,1
72771,303,655,5
72772,70,142,3
72773,493,170,3
72774,476,209,4
72775,757,64,5
72776,79,116,5
72777,886,364,3
72778,796,540,2
72779,102,319,4
72780,268,229,2
72781,676,250,4
72782,328,328,4
72783,201,222,3
72784,894,302,4
72785,457,164,4
72786,889,1016,3
72787,44,380,4
72788,890,737,3
72789,788,211,4
72790,916,550,2
72791,874,191,4
72792,747,199,4
72793,175,566,3
72794,790,709,3
72795,399,738,4
72796,664,529,4
72797,666,163,3
72798,650,620,2
72799,764,323,3
72800,535,1045,4
72801,343,257,3
72802,892,1444,3
72803,788,754,4
72804,682,1437,2
72805,737,222,3
72806,96,194,2
72807,495,186,5
72808,790,664,3
72809,315,288,3
72810,711,196,5
72811,796,12,5
72812,836,134,3
72813,709,144,3
72814,898,243,1
72815,234,304,3
72816,181,471,2
72817,474,323,2
72818,665,271,2
72819,648,161,3
72820,868,567,1
72821,280,56,5
72822,478,959,4
72823,462,288,5
72824,907,117,5
72825,621,809,4
72826,305,475,4
72827,740,271,2
72828,533,19,3
72829,868,452,2
72830,632,210,5
72831,579,333,4
72832,7,204,5
72833,655,735,3
72834,157,255,3
72835,323,11,5
72836,346,168,4
72837,823,686,4
72838,627,89,5
72839,763,230,3
72840,385,508,2
72841,938,864,4
72842,650,416,3
72843,758,353,4
72844,880,25,4
72845,765,507,5
72846,708,50,5
72847,380,95,4
72848,878,202,4
72849,200,429,5
72850,788,54,4
72851,682,977,3
72852,555,357,4
72853,782,349,3
72854,721,125,3
72855,573,1012,2
72856,43,9,4
72857,301,721,3
72858,618,684,3
72859,817,281,4
72860,271,9,4
72861,474,135,5
72862,882,8,5
72863,405,1031,1
72864,648,107,4
72865,92,974,2
72866,815,588,5
72867,561,549,2
72868,928,288,3
72869,532,531,5
72870,623,227,4
72871,455,173,4
72872,863,304,3
72873,593,468,3
72874,868,398,1
72875,425,362,3
72876,833,357,4
72877,706,237,4
72878,655,269,3
72879,7,656,3
72880,682,384,2
72881,450,815,3
72882,180,196,5
72883,849,625,5
72884,346,748,4
72885,293,291,2
72886,459,7,5
72887,422,137,5
72888,406,514,1
72889,523,638,4
72890,763,85,4
72891,85,65,3
72892,251,185,5
72893,288,173,3
72894,87,535,4
72895,880,401,3
72896,643,629,3
72897,327,4,4
72898,894,935,3
72899,682,21,4
72900,131,297,4
72901,921,692,4
72902,387,179,5
72903,506,203,4
72904,748,193,3
72905,527,143,2
72906,472,41,4
72907,435,95,3
72908,933,228,4
72909,181,591,4
72910,75,196,4
72911,877,328,2
72912,919,305,4
72913,151,171,5
72914,407,29,3
72915,619,515,1
72916,250,98,5
72917,604,567,5
72918,506,200,4
72919,363,193,3
72920,437,1098,3
72921,130,354,5
72922,201,1426,2
72923,782,991,2
72924,577,11,2
72925,886,63,3
72926,796,211,3
72927,450,604,4
72928,526,508,4
72929,402,510,5
72930,72,685,4
72931,911,514,3
72932,445,257,2
72933,74,7,4
72934,457,405,5
72935,846,1133,2
72936,904,724,4
72937,279,180,2
72938,466,349,2
72939,660,675,3
72940,745,7,4
72941,505,385,4
72942,32,1023,3
72943,16,404,5
72944,92,679,4
72945,643,49,3
72946,883,724,4
72947,274,596,3
72948,629,504,4
72949,666,370,2
72950,870,659,4
72951,795,410,2
72952,64,384,2
72953,373,186,5
72954,396,455,2
72955,640,195,4
72956,382,168,4
72957,59,135,5
72958,479,1142,5
72959,405,383,1
72960,484,252,3
72961,592,1275,3
72962,889,212,2
72963,407,705,4
72964,301,62,3
72965,504,54,4
72966,878,553,3
72967,490,9,4
72968,642,410,1
72969,474,748,3
72970,697,1245,1
72971,183,62,2
72972,537,963,3
72973,921,252,4
72974,222,576,3
72975,899,228,3
72976,487,161,5
72977,49,62,2
72978,568,1050,4
72979,934,855,4
72980,487,356,4
72981,916,1119,3
72982,932,503,4
72983,738,418,3
72984,187,168,5
72985,943,200,4
72986,443,258,5
72987,7,509,5
72988,120,117,3
72989,263,23,3
72990,376,223,4
72991,268,1054,1
72992,747,304,4
72993,684,585,2
72994,567,197,5
72995,733,253,3
72996,92,235,3
72997,537,402,1
72998,846,388,3
72999,650,659,3
73000,742,117,2
73001,64,588,4
73002,267,161,4
73003,548,310,3
73004,343,410,3
73005,608,9,4
73006,435,983,2
73007,864,227,4
73008,112,888,4
73009,901,546,4
73010,495,79,5
73011,336,1249,3
73012,543,509,3
73013,232,269,3
73014,324,293,4
73015,896,174,5
73016,128,88,4
73017,347,76,5
73018,862,24,4
73019,884,285,4
73020,798,443,3
73021,561,790,1
73022,311,306,4
73023,621,926,3
73024,363,946,4
73025,629,307,5
73026,655,1296,3
73027,660,174,4
73028,533,408,4
73029,312,276,4
73030,593,133,4
73031,823,425,5
73032,722,291,4
73033,542,206,2
73034,863,1680,2
73035,360,96,3
73036,551,200,4
73037,90,137,5
73038,881,642,4
73039,399,43,3
73040,55,597,2
73041,648,637,2
73042,152,364,4
73043,650,215,2
73044,692,211,4
73045,364,687,1
73046,348,1060,3
73047,110,63,3
73048,896,752,1
73049,864,559,4
73050,707,427,4
73051,910,332,2
73052,345,238,5
73053,398,96,4
73054,716,427,5
73055,368,313,5
73056,481,70,5
73057,665,931,3
73058,151,632,4
73059,543,1194,4
73060,815,465,5
73061,661,121,2
73062,393,288,3
73063,907,1326,4
73064,920,310,4
73065,921,934,3
73066,932,174,4
73067,722,871,2
73068,788,231,3
73069,885,111,4
73070,782,181,3
73071,51,173,5
73072,434,287,5
73073,307,215,4
73074,551,328,5
73075,505,328,4
73076,701,315,5
73077,648,185,5
73078,23,275,5
73079,406,665,3
73080,189,7,3
73081,597,250,4
73082,870,1021,2
73083,763,238,4
73084,286,931,4
73085,378,64,4
73086,743,321,2
73087,145,97,5
73088,454,245,3
73089,415,479,4
73090,690,79,4
73091,666,517,4
73092,518,546,4
73093,276,1481,2
73094,207,423,4
73095,653,89,5
73096,230,588,5
73097,770,250,5
73098,13,170,5
73099,417,1057,2
73100,804,651,4
73101,457,546,2
73102,308,602,4
73103,347,1012,4
73104,919,202,3
73105,412,969,3
73106,634,458,4
73107,84,1,2
73108,918,83,4
73109,687,324,2
73110,252,847,4
73111,734,95,4
73112,867,188,4
73113,757,230,4
73114,593,781,3
73115,524,649,4
73116,118,800,4
73117,782,261,2
73118,526,331,3
73119,766,588,3
73120,268,79,3
73121,487,85,2
73122,127,50,4
73123,535,11,4
73124,934,2,4
73125,705,471,5
73126,480,237,2
73127,457,240,3
73128,316,323,1
73129,173,326,5
73130,923,280,3
73131,909,275,5
73132,747,97,5
73133,69,117,4
73134,16,15,5
73135,514,258,4
73136,684,625,3
73137,76,919,3
73138,537,675,3
73139,311,216,5
73140,727,790,2
73141,666,505,4
73142,872,864,3
73143,705,405,4
73144,304,328,3
73145,410,315,4
73146,548,717,4
73147,343,747,4
73148,269,708,4
73149,110,722,3
73150,700,168,3
73151,495,796,4
73152,405,4,4
73153,278,882,3
73154,465,281,2
73155,634,272,5
73156,174,323,1
73157,234,86,2
73158,70,496,4
73159,666,301,4
73160,806,628,3
73161,847,216,3
73162,561,455,3
73163,524,205,5
73164,393,597,3
73165,727,566,3
73166,49,171,4
73167,379,684,4
73168,456,403,2
73169,381,118,1
73170,625,1016,2
73171,510,330,2
73172,758,202,5
73173,556,318,5
73174,519,330,5
73175,851,266,3
73176,279,781,3
73177,263,136,4
73178,500,31,4
73179,450,433,3
73180,323,933,3
73181,452,199,5
73182,897,118,5
73183,717,333,4
73184,913,518,4
73185,514,208,4
73186,115,7,5
73187,560,136,3
73188,779,118,5
73189,599,873,5
73190,546,343,3
73191,394,216,3
73192,659,646,4
73193,145,595,3
73194,894,319,4
73195,417,169,3
73196,401,748,3
73197,608,132,2
73198,682,631,3
73199,419,615,5
73200,149,338,2
73201,871,1385,3
73202,507,310,4
73203,782,539,3
73204,745,531,3
73205,197,678,2
73206,642,597,4
73207,437,87,3
73208,665,748,4
73209,222,1035,2
73210,666,23,4
73211,524,1553,3
73212,393,17,1
73213,727,122,2
73214,342,476,4
73215,927,449,4
73216,130,1220,5
73217,456,672,1
73218,773,382,3
73219,833,515,3
73220,414,300,4
73221,194,223,4
73222,524,89,5
73223,450,117,4
73224,821,98,5
73225,588,307,4
73226,551,185,5
73227,553,1200,3
73228,459,225,3
73229,99,326,3
73230,83,845,3
73231,780,97,5
73232,642,83,5
73233,907,813,5
73234,378,275,5
73235,394,540,4
73236,267,742,3
73237,198,526,4
73238,380,357,4
73239,532,346,5
73240,776,656,5
73241,592,69,5
73242,534,824,4
73243,313,420,5
73244,721,359,3
73245,207,756,2
73246,932,519,4
73247,756,181,4
73248,472,195,5
73249,398,239,3
73250,806,216,4
73251,437,523,3
73252,421,182,5
73253,829,281,3
73254,903,1142,5
73255,151,781,3
73256,354,251,5
73257,619,685,3
73258,854,180,4
73259,506,46,3
73260,416,794,5
73261,199,1,1
73262,615,640,3
73263,922,195,3
73264,222,418,2
73265,551,1314,2
73266,478,72,1
73267,425,92,5
73268,561,385,2
73269,786,318,5
73270,653,732,2
73271,414,346,5
73272,305,566,3
73273,88,898,4
73274,655,306,3
73275,14,430,5
73276,715,111,3
73277,457,371,4
73278,330,963,5
73279,385,1154,5
73280,406,276,4
73281,279,30,2
73282,597,15,5
73283,474,737,4
73284,265,628,4
73285,505,95,4
73286,288,435,4
73287,486,1322,3
73288,606,215,4
73289,432,123,3
73290,274,762,5
73291,94,11,5
73292,758,50,4
73293,500,294,3
73294,373,80,3
73295,246,198,4
73296,923,831,4
73297,13,95,5
73298,624,50,5
73299,655,1255,3
73300,919,95,4
73301,543,1619,3
73302,843,651,2
73303,598,538,4
73304,709,228,3
73305,303,746,4
73306,197,403,3
73307,642,288,1
73308,709,550,3
73309,554,596,3
73310,349,120,3
73311,868,1240,5
73312,280,609,4
73313,472,1053,4
73314,10,694,5
73315,865,472,1
73316,102,272,3
73317,653,96,4
73318,804,2,4
73319,524,197,4
73320,487,462,2
73321,96,200,5
73322,328,301,2
73323,201,33,4
73324,457,143,5
73325,535,156,2
73326,314,768,5
73327,279,450,4
73328,429,81,3
73329,653,423,2
73330,270,1007,5
73331,850,97,5
73332,514,153,4
73333,606,628,4
73334,770,15,5
73335,664,566,4
73336,936,827,2
73337,629,210,5
73338,650,585,1
73339,758,1022,5
73340,851,328,3
73341,541,924,5
73342,357,831,3
73343,638,128,3
73344,585,20,4
73345,521,829,2
73346,417,506,4
73347,776,510,5
73348,163,202,3
73349,880,584,3
73350,864,77,4
73351,495,161,4
73352,471,140,5
73353,903,254,2
73354,580,281,2
73355,232,423,4
73356,709,187,5
73357,851,22,5
73358,340,946,5
73359,885,419,4
73360,109,1035,2
73361,889,60,3
73362,370,269,5
73363,63,1010,3
73364,774,29,1
73365,176,222,5
73366,711,966,5
73367,766,183,4
73368,125,21,3
73369,162,1,4
73370,381,139,3
73371,916,234,4
73372,699,234,3
73373,907,1,5
73374,298,705,4
73375,661,95,5
73376,669,462,5
73377,872,742,4
73378,450,260,2
73379,506,772,1
73380,405,238,5
73381,606,546,4
73382,256,245,4
73383,719,660,5
73384,498,56,3
73385,546,234,4
73386,608,287,3
73387,57,15,4
73388,495,357,5
73389,336,50,4
73390,246,981,1
73391,671,7,5
73392,771,111,4
73393,698,134,3
73394,804,1065,3
73395,565,512,3
73396,933,651,3
73397,571,124,4
73398,437,476,4
73399,614,25,1
73400,868,80,2
73401,280,409,3
73402,174,1313,4
73403,545,403,5
73404,764,1,4
73405,881,1028,3
73406,268,1098,3
73407,881,181,4
73408,455,200,5
73409,886,3,3
73410,907,123,4
73411,425,269,4
73412,860,220,3
73413,464,293,5
73414,542,288,2
73415,835,310,4
73416,782,339,3
73417,450,968,4
73418,473,25,4
73419,551,50,2
73420,844,56,4
73421,496,150,2
73422,385,851,5
73423,830,127,4
73424,429,702,5
73425,265,293,4
73426,85,172,4
73427,892,300,4
73428,749,117,4
73429,18,23,4
73430,537,1085,4
73431,311,702,3
73432,508,172,5
73433,798,181,5
73434,117,763,5
73435,887,491,2
73436,246,401,1
73437,671,201,3
73438,527,170,3
73439,903,709,4
73440,450,479,4
73441,550,249,4
73442,716,209,3
73443,790,584,4
73444,442,810,2
73445,294,827,1
73446,98,152,3
73447,151,134,4
73448,354,14,4
73449,407,248,4
73450,815,239,5
73451,619,550,5
73452,213,185,5
73453,506,181,5
73454,658,86,4
73455,342,535,3
73456,109,1016,5
73457,718,926,2
73458,312,614,4
73459,222,41,3
73460,887,1473,1
73461,655,1108,3
73462,774,233,2
73463,740,938,1
73464,796,200,5
73465,487,191,4
73466,434,9,1
73467,805,22,1
73468,330,118,5
73469,314,595,3
73470,187,707,5
73471,459,678,4
73472,889,771,2
73473,83,274,4
73474,523,1041,4
73475,468,216,5
73476,507,690,4
73477,145,331,3
73478,454,479,4
73479,537,633,3
73480,184,655,3
73481,931,315,5
73482,934,226,4
73483,758,137,5
73484,795,433,4
73485,373,165,5
73486,447,866,2
73487,417,715,2
73488,179,916,5
73489,663,9,2
73490,329,7,3
73491,854,123,1
73492,850,419,5
73493,481,204,4
73494,925,288,5
73495,121,165,4
73496,838,128,4
73497,896,647,3
73498,694,48,4
73499,453,174,4
73500,943,195,4
73501,642,419,4
73502,3,339,3
73503,280,748,2
73504,729,751,3
73505,495,472,5
73506,282,262,4
73507,374,928,1
73508,395,237,4
73509,586,200,4
73510,625,678,3
73511,648,1047,2
73512,577,1271,3
73513,519,748,2
73514,277,1,4
73515,579,269,3
